ts,lat,lon
1758970892271,34.029853,-118.287751
1758970922309,34.029852,-118.287751
1758970952183,34.029853,-118.287752
1758970982368,34.029852,-118.287753
1758971012392,34.029852,-118.287752
1758971042155,34.029852,-118.287752
1758971072205,34.029852,-118.287752
1758971102238,34.029852,-118.287753
1758971132170,34.029852,-118.287752
1758971162251,34.029852,-118.287753
1758971192370,34.029852,-118.287753
1758971222015,34.029852,-118.287752
1758971252189,34.029852,-118.287755
1758971282205,34.029852,-118.287754
1758971312177,34.029852,-118.287754
1758971342254,34.029853,-118.287751
1758971372205,34.029853,-118.287751
1758971402021,34.029853,-118.287751
1758971432186,34.029852,-118.287751
1758971462250,34.029853,-118.287751
1758971492223,34.029853,-118.287751
1758971522207,34.029853,-118.287751
1758971552309,34.029853,-118.287752
1758971582123,34.029853,-118.28775
1758971612171,34.029853,-118.287751
1758971642238,34.029853,-118.287752
1758971672204,34.029853,-118.287752
1758971702023,34.029852,-118.28775
1758971732181,34.029853,-118.28775
1758971762243,34.029853,-118.287752
1758971792165,34.029853,-118.287752
1758971822186,34.029853,-118.287751
1758971852178,34.029853,-118.287751
1758971882220,34.029853,-118.287751
1758971912230,34.029853,-118.287751
1758971942185,34.029853,-118.287753
1758971972204,34.029853,-118.287751
1758972002189,34.029853,-118.287751
1758972032170,34.029853,-118.28775
1758972062170,34.029853,-118.28775
1758972092182,34.029853,-118.287751
1758972122158,34.029853,-118.287751
1758972152394,34.029853,-118.28775
1758972182187,34.029852,-118.287751
1758972212150,34.029853,-118.287751
1758972242261,34.029852,-118.287752
1758972272144,34.029852,-118.287751
1758972302185,34.029853,-118.287752
1758972332183,34.029852,-118.287751
1758972362170,34.029849,-118.287741
1758972392045,34.029848,-118.28774
1758972422164,34.029847,-118.287738
1758972452140,34.029837,-118.287754
1758972482167,34.029835,-118.287757
1758972512146,34.029836,-118.287758
1758972542172,34.029836,-118.28776
1758972572161,34.029836,-118.28776
1758972602141,34.029835,-118.287759
1758972632136,34.029836,-118.287758
1758972662151,34.029835,-118.287757
1758972692170,34.029835,-118.287757
1758972722171,34.029835,-118.287757
1758972752159,34.029835,-118.287757
1758972782162,34.029836,-118.287758
1758972812146,34.029836,-118.287761
1758972842136,34.029836,-118.28776
1758972872145,34.029835,-118.28776
1758972902141,34.029835,-118.287759
1758972931997,34.029836,-118.287759
1758972962146,34.029837,-118.287759
1758972992136,34.029837,-118.287761
1758973022150,34.029836,-118.28776
1758973052142,34.029836,-118.287759
1758973082136,34.029837,-118.287759
1758973112143,34.029835,-118.287758
1758973142136,34.029835,-118.287757
1758973172156,34.029835,-118.287757
1758973202141,34.029835,-118.287758
1758973232140,34.029835,-118.287758
1758973262126,34.029836,-118.287758
1758973292131,34.029836,-118.287758
1758973322136,34.029835,-118.287759
1758973351996,34.029835,-118.287759
1758973382136,34.029836,-118.287759
1758973412126,34.029836,-118.287758
1758973442144,34.029837,-118.287761
1758973472159,34.029836,-118.287758
1758973501971,34.029836,-118.287758
1758973532138,34.029835,-118.287757
1758973562143,34.029836,-118.287758
1758973592126,34.029836,-118.287759
1758973622152,34.029835,-118.287758
1758973651976,34.029835,-118.287758
1758973682116,34.029835,-118.287759
1758973712126,34.029836,-118.287758
1758973742126,34.029835,-118.287757
1758973772126,34.029836,-118.287757
1758973802141,34.029836,-118.287757
1758973832146,34.029835,-118.287757
1758973862140,34.029836,-118.287757
1758973892134,34.029836,-118.287757
1758973922145,34.029837,-118.287756
1758973951946,34.029835,-118.287757
1758973982143,34.029836,-118.287757
1758974012148,34.029836,-118.287757
1758974041971,34.029836,-118.287758
1758974071971,34.029835,-118.287757
1758974102116,34.029835,-118.287757
1758974132135,34.029836,-118.287757
1758974162106,34.029837,-118.287758
1758974192120,34.029836,-118.287758
1758974222124,34.029836,-118.287758
1758974252106,34.029835,-118.287758
1758974282112,34.029836,-118.287758
1758974312119,34.029836,-118.287758
1758974342129,34.029837,-118.287758
1758974371952,34.029837,-118.287758
1758974402117,34.029837,-118.287757
1758974432096,34.029836,-118.287757
1758974462111,34.029836,-118.287757
1758974492096,34.029836,-118.287758
1758974521976,34.029835,-118.287757
1758974552124,34.029836,-118.287757
1758974582101,34.029835,-118.287757
1758974611926,34.029836,-118.287756
1758974642086,34.029835,-118.287757
1758974671956,34.029836,-118.287757
1758974702106,34.029836,-118.287757
1758974732096,34.029835,-118.287757
1758974762096,34.029837,-118.287756
1758974792116,34.029837,-118.287758
1758974821951,34.029838,-118.287756
1758974852099,34.029836,-118.287757
1758974882096,34.029815,-118.287801
1758974911966,34.029811,-118.287808
1758974942111,34.02981,-118.28781
1758974971922,34.02981,-118.28781
1758975002102,34.02981,-118.287811
1758975032091,34.029809,-118.287811
1758975062097,34.02981,-118.287811
1758975092086,34.029811,-118.287812
1758975122106,34.029811,-118.287811
1758975152092,34.029812,-118.287812
1758975182096,34.02981,-118.287811
1758975212096,34.029811,-118.287809
1758975242106,34.02981,-118.287811
1758975272087,34.02981,-118.287811
1758975302106,34.029811,-118.287812
1758975332096,34.029811,-118.287813
1758975362117,34.02981,-118.287812
1758975392102,34.02981,-118.287811
1758975422096,34.029811,-118.287812
1758975452110,34.029811,-118.287811
1758975482110,34.029811,-118.28781
1758975512106,34.029811,-118.287811
1758975542092,34.02981,-118.287811
1758975572096,34.029809,-118.287811
1758975602096,34.029811,-118.287811
1758975632086,34.029811,-118.28781
1758975662088,34.029813,-118.28781
1758975692103,34.029812,-118.287811
1758975722093,34.029816,-118.287806
1758975752076,34.029826,-118.287786
1758975782086,34.029829,-118.287782
1758975811926,34.02983,-118.287781
1758975842076,34.02983,-118.287781
1758975872089,34.02983,-118.287781
1758975902086,34.02983,-118.287782
1758975932081,34.02983,-118.287782
1758975962096,34.029829,-118.287782
1758975992091,34.02983,-118.287782
1758976022079,34.02983,-118.287781
1758976052076,34.029832,-118.287782
1758976082077,34.029838,-118.287766
1758976112109,34.029839,-118.287761
1758976142089,34.029839,-118.287763
1758976172066,34.02984,-118.287763
1758976202066,34.029838,-118.287762
1758976232085,34.029839,-118.287762
1758976262086,34.02984,-118.287762
1758976292079,34.029838,-118.28776
1758976322066,34.029838,-118.287761
1758976352081,34.029838,-118.287761
1758976382076,34.029838,-118.28776
1758976412066,34.029838,-118.287761
1758976442086,34.029839,-118.287761
1758976472088,34.029838,-118.287761
1758976502105,34.029837,-118.287761
1758976532081,34.029837,-118.287761
1758976562068,34.029837,-118.287762
1758976592066,34.029838,-118.287761
1758976622059,34.029839,-118.287761
1758976652094,34.029839,-118.287762
1758976682080,34.029837,-118.287762
1758976712073,34.029838,-118.287761
1758976742071,34.029838,-118.287762
1758976772071,34.029838,-118.28776
1758976802066,34.029838,-118.28776
1758976832066,34.029838,-118.287761
1758976862083,34.029838,-118.28776
1758976892080,34.029838,-118.287761
1758976922066,34.029838,-118.28776
1758976952066,34.029838,-118.287761
1758976982066,34.029838,-118.287761
1758977012071,34.029838,-118.287761
1758977042056,34.029838,-118.28776
1758977072078,34.029838,-118.28776
1758977102081,34.029838,-118.287761
1758977132084,34.029838,-118.287761
1758977162071,34.029838,-118.287761
1758977192069,34.029838,-118.28776
1758977222046,34.029838,-118.287761
1758977252066,34.029839,-118.287761
1758977282056,34.029838,-118.287763
1758977312057,34.029838,-118.287764
1758977342075,34.029838,-118.287761
1758977372061,34.029837,-118.287761
1758977402077,34.029838,-118.287761
1758977432061,34.029837,-118.287761
1758977462061,34.029837,-118.287761
1758977492081,34.029837,-118.287761
1758977522046,34.029838,-118.287761
1758977552046,34.029838,-118.28776
1758977582036,34.029838,-118.287761
1758977612056,34.029838,-118.287761
1758977642056,34.029837,-118.287762
1758977672046,34.029837,-118.287761
1758977702052,34.029837,-118.287761
1758977732055,34.029838,-118.287762
1758977762041,34.029836,-118.287763
1758977792036,34.029837,-118.287761
1758977822080,34.029831,-118.287787
1758977852062,34.029826,-118.287797
1758977882036,34.029822,-118.287804
1758977912061,34.029821,-118.287807
1758977942031,34.02982,-118.287807
1758977972036,34.029821,-118.287807
1758978002036,34.029821,-118.287807
1758978032040,34.029821,-118.287807
1758978062026,34.029821,-118.287806
1758978092056,34.029821,-118.287807
1758978122027,34.02982,-118.287805
1758978152026,34.029821,-118.287805
1758978182036,34.029821,-118.287807
1758978212047,34.029822,-118.287805
1758978242037,34.029821,-118.287807
1758978272031,34.029821,-118.287807
1758978302052,34.029822,-118.287807
1758978332036,34.029823,-118.287807
1758978362042,34.029821,-118.287807
1758978392031,34.029821,-118.287807
1758978422026,34.029821,-118.287807
1758978452032,34.029821,-118.287807
1758978482040,34.029821,-118.287807
1758978512046,34.029821,-118.287806
1758978542032,34.029821,-118.287807
1758978572041,34.029821,-118.287807
1758978602026,34.02982,-118.287807
1758978632037,34.029821,-118.287808
1758978662026,34.029821,-118.287808
1758978692046,34.029821,-118.287807
1758978722041,34.029821,-118.287807
1758978752031,34.029821,-118.287807
1758978782026,34.029821,-118.287807
1758978811861,34.029821,-118.287808
1758978842045,34.029821,-118.287806
1758978872026,34.029822,-118.287808
1758978902021,34.029821,-118.287807
1758978932031,34.029821,-118.287805
1758978962050,34.029822,-118.287806
1758978992048,34.029821,-118.287807
1758979022048,34.029821,-118.287807
1758979052031,34.029821,-118.287808
1758979082026,34.029821,-118.287807
1758979112020,34.029821,-118.287807
1758979142031,34.029821,-118.287808
1758979172026,34.029822,-118.287808
1758979202036,34.029821,-118.287808
1758979232036,34.029822,-118.287806
1758979262025,34.029823,-118.287805
1758979292031,34.029821,-118.287807
1758979322006,34.029821,-118.287808
1758979352021,34.029822,-118.287806
1758979382006,34.029822,-118.287807
1758979412031,34.029821,-118.287808
1758979442012,34.029822,-118.287807
1758979471871,34.029822,-118.287808
1758979502022,34.029821,-118.287808
1758979531852,34.029821,-118.287808
1758979562006,34.029822,-118.287807
1758979592023,34.029821,-118.287808
1758979621996,34.029821,-118.287806
1758979652006,34.029822,-118.287803
1758979682008,34.029821,-118.287806
1758979712002,34.029821,-118.287807
1758979742006,34.029821,-118.287807
1758979772036,34.029821,-118.287806
1758979802006,34.029821,-118.287806
1758979832016,34.029822,-118.287807
1758979861996,34.029822,-118.287807
1758979892016,34.029822,-118.287807
1758979922048,34.029821,-118.287807
1758979952006,34.029822,-118.287807
1758979982018,34.029821,-118.287806
1758980012006,34.029821,-118.287807
1758980042001,34.029821,-118.287807
1758980071996,34.029821,-118.287806
1758980102013,34.029821,-118.287807
1758980132019,34.029821,-118.287808
1758980162006,34.029821,-118.287808
1758980192006,34.029821,-118.287806
1758980222006,34.029821,-118.287807
1758980252001,34.029822,-118.287806
1758980282012,34.029821,-118.287806
1758980312001,34.029821,-118.287806
1758980342017,34.029821,-118.287807
1758980372005,34.029821,-118.287808
1758980402024,34.029821,-118.287807
1758980432001,34.029821,-118.287807
1758980461996,34.029821,-118.287807
1758980491996,34.029822,-118.287806
1758980521996,34.029822,-118.287807
1758980551996,34.029822,-118.287807
1758980581995,34.029821,-118.287808
1758980611986,34.029821,-118.287807
1758980641996,34.029821,-118.287807
1758980671986,34.029821,-118.287807
1758980702011,34.029821,-118.287809
1758980732023,34.029821,-118.287807
1758980762011,34.029822,-118.287806
1758980792051,34.029821,-118.287807
1758980821986,34.029821,-118.287807
1758980852001,34.029822,-118.287807
1758980881998,34.029822,-118.287807
1758980911992,34.029821,-118.287808
1758980941978,34.02982,-118.287809
1758980971856,34.029822,-118.287808
1758981001986,34.029821,-118.287808
1758981032015,34.029821,-118.287808
1758981061991,34.029821,-118.287808
1758981091986,34.029821,-118.287808
1758981121981,34.029821,-118.287807
1758981151994,34.029821,-118.287808
1758981181985,34.029821,-118.287807
1758981211991,34.029821,-118.287807
1758981241981,34.029821,-118.287808
1758981271981,34.029821,-118.287808
1758981301861,34.029827,-118.287793
1758981332006,34.029832,-118.287781
1758981361994,34.029832,-118.28778
1758981391853,34.029833,-118.28778
1758981422009,34.029832,-118.287779
1758981451989,34.029834,-118.287779
1758981481998,34.029832,-118.287779
1758981511848,34.029832,-118.287779
1758981542041,34.029832,-118.287779
1758981571985,34.029832,-118.287779
1758981601844,34.029832,-118.287779
1758981632017,34.029832,-118.28778
1758981661981,34.029832,-118.287779
1758981691979,34.029833,-118.28778
1758981721984,34.029833,-118.287779
1758981752127,34.029833,-118.28778
1758981781988,34.029833,-118.287779
1758981811985,34.029832,-118.28778
1758981841977,34.029819,-118.287815
1758981871986,34.029817,-118.287821
1758981901986,34.029816,-118.287823
1758981931984,34.029816,-118.287823
1758981961967,34.029816,-118.287823
1758981991961,34.029816,-118.287823
1758982021985,34.029816,-118.287823
1758982051966,34.029816,-118.287823
1758982081966,34.029817,-118.287823
1758982111959,34.029817,-118.287823
1758982141966,34.029818,-118.287822
1758982171987,34.029816,-118.287823
1758982201961,34.029819,-118.28782
1758982231966,34.029817,-118.287823
1758982261956,34.029815,-118.287823
1758982291966,34.029816,-118.287823
1758982321966,34.029816,-118.287823
1758982352012,34.029817,-118.287823
1758982381966,34.029817,-118.287822
1758982411997,34.029817,-118.287823
1758982441966,34.029817,-118.287823
1758982471806,34.029818,-118.287824
1758982501968,34.029819,-118.287823
1758982531956,34.02982,-118.287822
1758982561983,34.029822,-118.28782
1758982591956,34.029822,-118.287816
1758982621952,34.029822,-118.287815
1758982651956,34.029821,-118.287815
1758982681962,34.029821,-118.287814
1758982711957,34.029821,-118.287814
1758982741951,34.029821,-118.287814
1758982771956,34.029821,-118.287813
1758982801946,34.029821,-118.287815
1758982831957,34.029822,-118.287814
1758982861946,34.029821,-118.287814
1758982891946,34.029826,-118.287818
1758982921946,34.029829,-118.287823
1758982951958,34.029829,-118.287824
1758982981936,34.029829,-118.287824
1758983011961,34.029829,-118.287823
1758983041948,34.02983,-118.287823
1758983071975,34.029831,-118.287823
1758983101936,34.02983,-118.287824
1758983131936,34.02983,-118.287824
1758983161941,34.029831,-118.287825
1758983191941,34.029829,-118.287824
1758983221946,34.029829,-118.287823
1758983251954,34.02983,-118.287823
1758983281941,34.029829,-118.287823
1758983311951,34.029833,-118.287821
1758983341947,34.029831,-118.287823
1758983371806,34.02983,-118.287821
1758983401936,34.029831,-118.287823
1758983431946,34.02983,-118.287824
1758983461970,34.02983,-118.287823
1758983491926,34.029831,-118.287822
1758983521936,34.02983,-118.287824
1758983551926,34.029831,-118.287823
1758983581956,34.02983,-118.287824
1758983611946,34.029831,-118.287823
1758983641954,34.029832,-118.287824
1758983671951,34.029832,-118.287825
1758983701936,34.029831,-118.287824
1758983731921,34.02983,-118.287824
1758983761941,34.02983,-118.287824
1758983791942,34.029831,-118.287823
1758983821936,34.02983,-118.287823
1758983851946,34.02983,-118.287824
1758983881936,34.029832,-118.287822
1758983911955,34.02983,-118.287823
1758983941926,34.02983,-118.287823
1758983971930,34.02983,-118.287823
1758984001944,34.02983,-118.287823
1758984031951,34.02983,-118.287824
1758984061932,34.02983,-118.287824
1758984091932,34.02983,-118.287824
1758984121941,34.02983,-118.287824
1758984151947,34.029831,-118.287824
1758984181926,34.029829,-118.287824
1758984211945,34.02983,-118.287824
1758984241946,34.02983,-118.287824
1758984271926,34.02983,-118.287823
1758984301944,34.02983,-118.287822
1758984331951,34.029831,-118.287824
1758984361911,34.02983,-118.287823
1758984391933,34.02983,-118.287824
1758984421906,34.02983,-118.287824
1758984451945,34.029831,-118.287825
1758984481907,34.029831,-118.287824
1758984511945,34.02983,-118.287825
1758984541916,34.02983,-118.287824
1758984571921,34.029829,-118.287824
1758984601917,34.029831,-118.287824
1758984631916,34.029831,-118.287823
1758984661930,34.02983,-118.287823
1758984691931,34.029831,-118.287825
1758984721911,34.029829,-118.287823
1758984751932,34.029829,-118.287823
1758984781761,34.029829,-118.287824
1758984811921,34.029829,-118.287824
1758984841911,34.029829,-118.287824
1758984871902,34.029829,-118.287823
1758984901921,34.02983,-118.287823
1758984931911,34.029831,-118.287822
1758984961906,34.02983,-118.287823
1758984991926,34.02983,-118.287823
1758985021911,34.02983,-118.287823
1758985051936,34.02983,-118.287822
1758985081901,34.02983,-118.287822
1758985111906,34.029829,-118.287823
1758985141900,34.029831,-118.287822
1758985171916,34.029832,-118.287822
1758985201911,34.029831,-118.287823
1758985231901,34.029831,-118.287822
1758985261896,34.029833,-118.287816
1758985291896,34.029844,-118.287807
1758985321906,34.029853,-118.287799
1758985351912,34.029856,-118.287797
1758985381891,34.029856,-118.287795
1758985411921,34.029857,-118.287795
1758985441901,34.029857,-118.287796
1758985471921,34.029856,-118.287797
1758985501906,34.029858,-118.287797
1758985531920,34.029859,-118.287796
1758985561905,34.029858,-118.287796
1758985591906,34.029857,-118.287795
1758985621911,34.029852,-118.287794
1758985651901,34.029842,-118.287791
1758985681906,34.029839,-118.287786
1758985711896,34.029837,-118.287782
1758985741897,34.029836,-118.287783
1758985771896,34.029833,-118.287785
1758985801902,34.029832,-118.287786
1758985831900,34.029833,-118.287785
1758985861876,34.029836,-118.287783
1758985891912,34.029834,-118.287784
1758985921963,34.029832,-118.287786
1758985951896,34.029832,-118.287786
1758985981888,34.029834,-118.287785
1758986011895,34.029834,-118.287786
1758986041886,34.029833,-118.287785
1758986072396,34.029833,-118.287785
1758986101876,34.029833,-118.287785
1758986131751,34.029833,-118.287786
1758986161893,34.029832,-118.287797
1758986191886,34.029827,-118.287812
1758986221876,34.029828,-118.287813
1758986252432,34.029817,-118.28781
1758986281908,34.029819,-118.287805
1758986311746,34.029818,-118.287805
1758986341876,34.029816,-118.287808
1758986371728,34.029814,-118.28781
1758986401891,34.029813,-118.287809
1758986431770,34.029814,-118.28781
1758986461891,34.029815,-118.287808
1758986491886,34.029814,-118.287809
1758986521866,34.029815,-118.287808
1758986551886,34.029813,-118.287809
1758986581884,34.029814,-118.287809
1758986611904,34.029813,-118.287809
1758986641721,34.029815,-118.287808
1758986671871,34.029815,-118.287804
1758986701866,34.029815,-118.287805
1758986731866,34.029815,-118.287805
1758986761881,34.029817,-118.287802
1758986791736,34.029815,-118.287807
1758986821882,34.029815,-118.287805
1758986851881,34.029814,-118.287809
1758986881897,34.029815,-118.287809
1758986911895,34.029814,-118.287809
1758986941891,34.029815,-118.287809
1758986971871,34.029814,-118.287809
1758987001879,34.029814,-118.287809
1758987031893,34.029814,-118.287809
1758987061866,34.029814,-118.28781
1758987091696,34.029814,-118.287808
1758987121723,34.029816,-118.287806
1758987151881,34.029815,-118.287806
1758987181876,34.029814,-118.287806
1758987211856,34.029815,-118.287804
1758987241881,34.029817,-118.287807
1758987271872,34.02982,-118.287796
1758987301867,34.029822,-118.287793
1758987331878,34.029821,-118.287791
1758987361883,34.029822,-118.28779
1758987391881,34.029821,-118.28779
1758987421866,34.029823,-118.287789
1758987451871,34.029821,-118.287788
1758987481891,34.029823,-118.287789
1758987511856,34.02982,-118.287791
1758987541856,34.029821,-118.287789
1758987571873,34.029823,-118.28779
1758987601857,34.029824,-118.28779
1758987631872,34.029833,-118.287781
1758987661865,34.029834,-118.287781
1758987691871,34.029836,-118.28778
1758987721856,34.029836,-118.28778
1758987751862,34.029836,-118.28778
1758987781862,34.029836,-118.287781
1758987811846,34.029836,-118.287781
1758987841866,34.029835,-118.287782
1758987871861,34.029835,-118.287781
1758987901846,34.029836,-118.287781
1758987931851,34.029837,-118.287779
1758987961836,34.029837,-118.287779
1758987991856,34.029835,-118.28778
1758988021860,34.029836,-118.28778
1758988051862,34.029835,-118.287781
1758988081870,34.029835,-118.28778
1758988111866,34.029835,-118.28778
1758988141856,34.029814,-118.287782
1758988171863,34.029808,-118.287784
1758988201856,34.029806,-118.287784
1758988231721,34.029803,-118.287784
1758988261836,34.029804,-118.287784
1758988291836,34.029803,-118.287785
1758988321856,34.029804,-118.287785
1758988351852,34.029804,-118.287787
1758988381872,34.029805,-118.287785
1758988411836,34.029806,-118.287784
1758988441696,34.029804,-118.287784
1758988471846,34.029803,-118.287785
1758988501696,34.029803,-118.287785
1758988531826,34.029803,-118.287785
1758988561842,34.029803,-118.287785
1758988591696,34.029803,-118.287785
1758988621854,34.029803,-118.287784
1758988651861,34.029805,-118.287782
1758988681857,34.029804,-118.287784
1758988711846,34.029804,-118.287785
1758988741852,34.029804,-118.287784
1758988771841,34.029804,-118.287784
1758988801826,34.029804,-118.287785
1758988831848,34.029804,-118.287786
1758988861850,34.029804,-118.287784
1758988891651,34.029804,-118.287784
1758988921836,34.029803,-118.287784
1758988951841,34.029803,-118.287785
1758988981691,34.029803,-118.287784
1758989011826,34.029803,-118.287784
1758989041701,34.029803,-118.287784
1758989071851,34.029802,-118.287785
1758989101842,34.029802,-118.287786
1758989131846,34.029804,-118.287786
1758989161651,34.029803,-118.287785
1758989191836,34.029804,-118.287784
1758989221686,34.029804,-118.287784
1758989251828,34.029803,-118.287785
1758989281676,34.029825,-118.287792
1758989311714,34.02984,-118.287804
1758989341867,34.029842,-118.287794
1758989371710,34.029843,-118.28779
1758989401866,34.029843,-118.287791
1758989431869,34.029843,-118.287787
1758989461904,34.029843,-118.287787
1758989491929,34.02984,-118.287788
1758989521859,34.029841,-118.28779
1758989551885,34.02984,-118.287789
1758989581882,34.02984,-118.28779
1758989611861,34.029841,-118.287792
1758989641830,34.029842,-118.287795
1758989671835,34.02984,-118.28779
1758989701878,34.02984,-118.287789
1758989731849,34.029842,-118.287795
1758989761835,34.02984,-118.287789
1758989791880,34.02984,-118.287788
1758989821938,34.02984,-118.287788
1758989851858,34.029843,-118.287797
1758989881902,34.029843,-118.287797
1758989912109,34.029844,-118.287801
1758989941906,34.029842,-118.287796
1758989971832,34.029842,-118.287794
1758990001866,34.029842,-118.287794
1758990031823,34.02984,-118.28779
1758990061922,34.02984,-118.28779
1758990091843,34.02984,-118.287789
1758990121816,34.02984,-118.287789
1758990151829,34.02984,-118.28779
1758990181866,34.029842,-118.287794
1758990211921,34.029841,-118.287793
1758990241913,34.029841,-118.287791
1758990271903,34.029841,-118.287791
1758990301846,34.029841,-118.287792
1758990331847,34.029841,-118.287792
1758990361829,34.029841,-118.287791
1758990391844,34.029841,-118.287793
1758990422130,34.029841,-118.287791
1758990451820,34.029842,-118.287795
1758990481900,34.02984,-118.287789
1758990511824,34.02984,-118.287787
1758990541831,34.029839,-118.287787
1758990571889,34.029858,-118.287769
1758990601689,34.029863,-118.287765
1758990631841,34.029864,-118.287765
1758990661895,34.029864,-118.287765
1758990691898,34.029864,-118.287768
