ts,lat,lon
1759012596428,34.021756,-118.282942
1759012611428,34.021755,-118.282941
1759012626423,34.021755,-118.28294
1759012641428,34.021755,-118.28294
1759012656426,34.021755,-118.28294
1759012671424,34.021755,-118.28294
1759012686428,34.021755,-118.28294
1759012701425,34.021755,-118.28294
1759012716423,34.021755,-118.28294
1759012731422,34.021755,-118.282939
1759012746426,34.021755,-118.282939
1759012761429,34.021755,-118.282939
1759012776425,34.021755,-118.282939
1759012791422,34.021755,-118.282939
1759012806425,34.021755,-118.282939
1759012821423,34.021755,-118.282939
1759012836422,34.021755,-118.282939
1759012851427,34.021755,-118.282939
1759012866429,34.021755,-118.282939
1759012881424,34.021755,-118.282939
1759012896422,34.021755,-118.282939
1759012911427,34.021755,-118.282939
1759012926425,34.021755,-118.282939
1759012941426,34.021755,-118.282939
1759012956430,34.021755,-118.282939
1759012971423,34.021755,-118.282939
1759012986420,34.021755,-118.282939
1759013001424,34.021755,-118.282939
1759013016428,34.021755,-118.282938
1759013031419,34.021755,-118.282938
1759013046416,34.021755,-118.282938
1759013061428,34.021755,-118.282938
1759013076424,34.021755,-118.282938
1759013091423,34.021755,-118.282938
1759013106442,34.021755,-118.282938
1759013121428,34.021755,-118.282938
1759013136419,34.021755,-118.282938
1759013151420,34.021755,-118.282938
1759013166422,34.021755,-118.282938
1759013181422,34.021755,-118.282938
1759013226702,34.021755,-118.282937
1759013241691,34.021755,-118.282937
1759013256673,34.021755,-118.282937
1759013271717,34.021752,-118.282953
1759013286674,34.021755,-118.282937
1759013301672,34.021754,-118.28295
1759013316675,34.021755,-118.282937
1759013331668,34.021755,-118.282939
1759013346665,34.021755,-118.282937
1759013361669,34.021755,-118.282938
1759013376672,34.021755,-118.282937
1759013391657,34.021755,-118.282937
1759013406671,34.021755,-118.282937
1759013421730,34.021755,-118.282937
1759013436668,34.021752,-118.282936
1759013451674,34.02162,-118.282996
1759013466662,34.021594,-118.28301
1759013481652,34.021599,-118.283115
1759013498259,34.021661,-118.283304
1759013511662,34.021775,-118.283433
1759013526655,34.021925,-118.283546
1759013541672,34.02207,-118.283568
1759013556742,34.022238,-118.283586
1759013571678,34.022405,-118.283605
1759013586664,34.022535,-118.283676
1759013601674,34.022724,-118.283634
1759013616681,34.022895,-118.283607
1759013631819,34.023088,-118.28366
1759013646664,34.023258,-118.283721
1759013661932,34.023397,-118.283797
1759013676919,34.023518,-118.283919
1759013692047,34.023602,-118.284126
1759013706660,34.023686,-118.284307
1759013721658,34.023768,-118.284481
1759013736655,34.02385,-118.284644
1759013751680,34.023933,-118.284838
1759013766670,34.023982,-118.285024
1759013781667,34.02409,-118.285209
1759013796692,34.02419,-118.2854
1759013811704,34.024273,-118.285612
1759013826815,34.024401,-118.285833
1759013841677,34.024536,-118.28602
1759013856675,34.0246,-118.286253
1759013871683,34.024683,-118.28643
1759013886976,34.02477,-118.286609
1759013902063,34.024867,-118.28681
1759013916687,34.024955,-118.287026
1759013931680,34.024974,-118.287096
1759013946897,34.024979,-118.287101
1759013961679,34.02498,-118.287097
1759013976675,34.024988,-118.287092
1759013991673,34.024988,-118.287089
1759014006782,34.025097,-118.287124
1759014021692,34.025264,-118.287194
1759014036899,34.025367,-118.287377
1759014051647,34.025465,-118.28756
1759014066800,34.025515,-118.287771
1759014081788,34.025566,-118.287985
1759014096694,34.025656,-118.288148
1759014112023,34.025883,-118.288162
1759014126846,34.026103,-118.288138
1759014141795,34.026293,-118.288137
1759014156687,34.026497,-118.288142
1759014171945,34.026694,-118.28814
1759014186833,34.026885,-118.288134
1759014201677,34.027077,-118.288152
1759014216666,34.027281,-118.28817
1759014231682,34.027475,-118.288142
1759014246812,34.027592,-118.288136
1759014261881,34.027626,-118.288142
1759014276811,34.027619,-118.28814
1759014291840,34.027622,-118.288137
1759014306970,34.027621,-118.288144
1759014321845,34.027631,-118.288146
1759014336946,34.027654,-118.288153
1759014351694,34.027655,-118.288156
1759014366914,34.027648,-118.288153
1759014381692,34.027641,-118.288147
1759014396682,34.027637,-118.288144
1759014411916,34.027636,-118.288148
1759014426954,34.02764,-118.288153
1759014441946,34.02764,-118.288151
1759014456814,34.027639,-118.288151
1759014471915,34.027639,-118.288151
1759014486795,34.027637,-118.288151
1759014501805,34.027638,-118.288151
1759014516895,34.027637,-118.288151
1759014531813,34.027638,-118.288151
1759014546788,34.027669,-118.288156
1759014561801,34.02767,-118.288161
1759014576825,34.027662,-118.288168
1759014591954,34.02766,-118.288172
1759014606808,34.027651,-118.288173
1759014621964,34.027643,-118.288175
1759014636956,34.027636,-118.288175
1759014651916,34.027636,-118.288173
1759014666891,34.027633,-118.288169
1759014681700,34.027633,-118.288166
1759014696781,34.027633,-118.288165
1759014711938,34.027635,-118.288173
1759014726853,34.027636,-118.288175
1759014741939,34.027637,-118.288173
1759014756797,34.027639,-118.288173
1759014771788,34.02764,-118.288172
1759014786933,34.027643,-118.288174
1759014801799,34.027642,-118.288177
1759014816788,34.027641,-118.288178
1759014831809,34.02764,-118.288176
1759014846939,34.02764,-118.288176
1759014861859,34.027639,-118.288174
1759014876681,34.02764,-118.288173
1759014891801,34.02764,-118.288172
1759014906823,34.027641,-118.288166
1759014921791,34.027642,-118.288162
1759014936806,34.027642,-118.28816
1759014951791,34.027643,-118.288158
1759014966803,34.027646,-118.288156
1759014981891,34.027647,-118.288156
1759014996855,34.027648,-118.288157
1759015011941,34.027645,-118.28816
1759015026889,34.027645,-118.288161
1759015041935,34.027644,-118.28816
1759015056837,34.027646,-118.288164
1759015071948,34.027643,-118.288163
1759015086938,34.027644,-118.288164
1759015101855,34.027642,-118.288163
1759015116934,34.027644,-118.288164
1759015131909,34.027642,-118.288172
1759015146794,34.027643,-118.288175
1759015161938,34.027639,-118.288169
1759015176944,34.027639,-118.288168
1759015191800,34.027614,-118.288162
1759015206904,34.027453,-118.288164
1759015221674,34.027265,-118.288163
1759015236639,34.027101,-118.288154
1759015251690,34.02693,-118.288155
1759015266653,34.026763,-118.288154
1759015281644,34.026598,-118.288151
1759015296648,34.026438,-118.288155
1759015311654,34.026272,-118.288157
1759015326658,34.026096,-118.288153
1759015341648,34.025909,-118.28814
1759015356838,34.025737,-118.288139
1759015371862,34.025617,-118.288039
1759015386920,34.025584,-118.287823
1759015401666,34.025482,-118.287642
1759015416952,34.025403,-118.287466
1759015431849,34.025324,-118.287288
1759015446951,34.025196,-118.287182
1759015461947,34.02501,-118.287242
1759015476779,34.024882,-118.287319
1759015491898,34.024715,-118.287427
1759015507050,34.024554,-118.287527
1759015521792,34.024395,-118.287652
1759015536670,34.024242,-118.287538
1759015551709,34.024145,-118.287395
1759015566867,34.024065,-118.287221
1759015582018,34.023984,-118.287059
1759015596928,34.023905,-118.286886
1759015611878,34.023826,-118.286724
1759015626992,34.023742,-118.286549
1759015641848,34.023669,-118.286368
1759015656874,34.023605,-118.286179
1759015671899,34.023503,-118.286025
1759015686907,34.023426,-118.285832
1759015701881,34.023351,-118.285637
1759015717015,34.023278,-118.285445
1759015731749,34.023193,-118.285243
1759015746896,34.023093,-118.285067
1759015762045,34.023005,-118.284896
1759015776855,34.022935,-118.2847
1759015791948,34.022849,-118.284493
1759015806850,34.022749,-118.28428
1759015821762,34.022654,-118.284092
1759015836845,34.022586,-118.283889
1759015852050,34.022528,-118.283762
1759015866825,34.022484,-118.283616
1759015882025,34.022275,-118.283582
1759015896887,34.022093,-118.283581
1759015911886,34.02191,-118.283555
1759015926836,34.021761,-118.28343
1759015941670,34.021676,-118.283252
1759015956666,34.021639,-118.28307
1759015971962,34.021698,-118.282987
1759015986902,34.021781,-118.282918
1759016018771,34.021968,-118.282923
1759016018844,34.02201,-118.282926
1759016031739,34.021796,-118.282952
1759016046637,34.021753,-118.282943
1759016061640,34.021752,-118.282944
1759016076638,34.021752,-118.282944
1759016091638,34.021752,-118.282944
1759016106649,34.021752,-118.282944
1759016121640,34.021752,-118.282944
1759016136647,34.021752,-118.282944
1759016151639,34.021752,-118.282944
1759016166646,34.021752,-118.282944
1759016181636,34.021752,-118.282944
1759016196646,34.021752,-118.282944
1759016211639,34.021752,-118.282944
1759016226647,34.021752,-118.282944
1759016241637,34.021752,-118.282944
1759016256644,34.021752,-118.282944
1759016271638,34.021752,-118.282944
1759016286646,34.021752,-118.282944
1759016301635,34.021752,-118.282944
1759016316643,34.021751,-118.282948
1759016331640,34.021752,-118.282944
1759016346645,34.021752,-118.282944
1759016361637,34.021752,-118.282944
1759016376641,34.021752,-118.282944
1759016391635,34.021752,-118.282944
1759016406644,34.021752,-118.282944
1759016421636,34.021752,-118.282944
1759016436633,34.021752,-118.282944
1759016451636,34.021752,-118.282944
1759016466644,34.021752,-118.282944
1759016481636,34.021752,-118.282944
1759016496639,34.021752,-118.282944
1759016511635,34.021752,-118.282944
1759016526635,34.021752,-118.282944
1759016541635,34.021752,-118.282944
1759016556633,34.021752,-118.282944
1759016571637,34.021752,-118.282944
1759016586636,34.021752,-118.282944
1759016601635,34.021752,-118.282944
1759016616635,34.021752,-118.282944
1759016631633,34.021752,-118.282944
1759016646631,34.021752,-118.282944
1759016661631,34.021752,-118.282944
1759016676634,34.021752,-118.282944
1759016691635,34.021752,-118.282944
1759016706634,34.021752,-118.282944
1759016721634,34.021752,-118.282944
1759016736639,34.021752,-118.282944
1759016751634,34.021752,-118.282944
1759016766638,34.021752,-118.282944
1759016781632,34.021752,-118.282944
1759016796638,34.021752,-118.282944
1759016811630,34.021747,-118.282939
1759016826639,34.021745,-118.282937
1759016841632,34.021745,-118.282937
1759016856625,34.021745,-118.282937
1759016871628,34.021745,-118.282937
1759016886634,34.021745,-118.282937
1759016901627,34.021752,-118.282936
1759016916627,34.02171,-118.282954
1759016931633,34.021613,-118.282998
1759016946627,34.021625,-118.28301
1759016961635,34.021604,-118.282891
1759016976631,34.02161,-118.282874
1759016991625,34.021607,-118.282871
1759017006664,34.021612,-118.282874
1759017021634,34.021612,-118.282873
1759017036698,34.021611,-118.282876
1759017051632,34.021611,-118.282877
1759017066630,34.021611,-118.282878
1759017081631,34.021604,-118.28289
1759017096630,34.0216,-118.282896
1759017111632,34.021599,-118.282896
1759017126626,34.021598,-118.282898
1759017141638,34.021599,-118.282897
1759017156708,34.021598,-118.2829
1759017171625,34.021598,-118.2829
1759017186739,34.021598,-118.282897
1759017201634,34.0216,-118.282887
1759017216636,34.021601,-118.282885
1759017231632,34.021601,-118.282884
1759017246628,34.021601,-118.282883
1759017261623,34.021605,-118.282884
1759017276637,34.021616,-118.28289
1759017291626,34.021619,-118.282892
1759017307137,34.02162,-118.282892
1759017321646,34.02162,-118.282892
1759017336645,34.021623,-118.282882
1759017351658,34.021622,-118.28288
1759017366628,34.02162,-118.282883
1759017381648,34.021616,-118.282887
1759017396629,34.021615,-118.28289
1759017411631,34.021614,-118.282891
1759017426641,34.021612,-118.282887
1759017441645,34.02161,-118.282884
1759017456629,34.021608,-118.28288
1759017471627,34.021608,-118.282879
1759017486626,34.021608,-118.282883
1759017501621,34.021609,-118.282894
1759017516673,34.021612,-118.282897
1759017531622,34.021615,-118.282895
1759017546624,34.021614,-118.282891
1759017561650,34.021614,-118.282891
1759017576627,34.021614,-118.282891
1759017591622,34.021614,-118.282891
1759017606626,34.021612,-118.282891
1759017622401,34.02161,-118.282892
1759017636624,34.021608,-118.282893
1759017652368,34.021607,-118.282893
1759017666831,34.02159,-118.282892
1759017681886,34.021596,-118.282904
1759017696922,34.021597,-118.282908
1759017711620,34.021596,-118.282909
1759017726907,34.021599,-118.28291
1759017741829,34.021599,-118.282907
1759017756643,34.021594,-118.282905
1759017771636,34.021601,-118.28291
1759017786656,34.021602,-118.28291
1759017801643,34.0216,-118.28291
1759017816913,34.021603,-118.282912
1759017831665,34.021599,-118.282908
1759017846636,34.021614,-118.282898
1759017861626,34.021616,-118.28289
1759017876695,34.02161,-118.282896
1759017891641,34.02161,-118.282896
1759017906643,34.02161,-118.282896
1759017921648,34.02161,-118.282896
1759017936654,34.02161,-118.282896
1759017951659,34.02161,-118.282896
1759017966638,34.02161,-118.282895
1759017981848,34.02161,-118.282894
1759017996886,34.021612,-118.282893
1759018011775,34.021614,-118.28289
1759018026893,34.021624,-118.282883
1759018041931,34.021627,-118.282881
1759018056890,34.021622,-118.282882
1759018071845,34.021619,-118.282882
1759018086893,34.021615,-118.282882
1759018101903,34.021615,-118.282878
1759018116808,34.021616,-118.282875
1759018131786,34.021609,-118.282878
1759018146894,34.0216,-118.282882
1759018161853,34.0216,-118.282882
1759018176892,34.021598,-118.282882
1759018191862,34.021596,-118.282884
1759018206876,34.021592,-118.282886
1759018221906,34.021589,-118.282888
1759018236934,34.021589,-118.282889
1759018251961,34.021587,-118.28289
